"","CustomerID","last_order","r","f","m","r_score","f_score","m_score","total_score","fm_score"
"1098",13831,2011-11-23,16,6,2198.45,4,4,4,9,8
"1099",13832,2011-11-20,19,1,52.2,3,1,1,5,2
"1100",13833,2011-07-03,159,1,383.85,1,1,2,3,3
"1101",13835,2011-11-14,25,4,834.57,3,3,3,7,6
"1102",13837,2011-05-12,211,2,266.59,1,2,1,4,3
"1103",13838,2011-12-04,5,4,674.82,4,3,3,8,6
"1104",13841,2011-04-01,252,1,85,1,1,1,3,2
"1105",13842,2011-10-12,58,9,3385.62,2,4,4,8,8
"1106",13844,2011-11-28,11,1,361.62,4,1,2,5,3
"1107",13845,2011-10-06,64,1,312.98,2,1,2,4,3
"1108",13846,2011-11-15,24,3,865.06,3,3,3,7,6
"1109",13848,2011-09-08,92,3,1255,2,3,3,6,6
"1110",13849,2011-10-19,51,2,1537.95,2,2,3,7,5
"1111",13850,2011-08-02,129,1,1595.48,2,1,3,5,4
"1112",13851,2011-09-05,95,3,2651.46,2,3,4,6,7
"1113",13853,2011-10-13,57,1,1090.14,2,1,3,5,4
"1114",13854,2011-12-01,8,25,8109.52,4,4,4,9,8
"1115",13856,2011-06-24,168,3,388.5,1,3,2,5,5
"1116",13858,2011-10-13,57,1,216.17,2,1,1,4,2
"1117",13859,2011-01-17,326,1,201.16,1,1,1,3,2
"1118",13860,2011-12-08,1,5,1245.9,4,4,3,9,7
"1119",13862,2011-11-21,18,8,2209.36,3,4,4,9,8
"1120",13863,2011-04-06,247,1,305.78,1,1,1,3,2
"1121",13865,2011-10-12,58,4,501.56,2,3,2,7,5
"1122",13866,2011-09-26,74,1,145.67,2,1,1,4,2
"1123",13867,2011-11-08,31,3,1005.09,3,3,3,6,6
"1124",13868,2011-12-02,7,2,3192.54,4,2,4,8,6
"1125",13869,2011-08-08,123,4,3083.65,2,3,4,7,7
"1126",13870,2011-12-07,2,8,2770.94,4,4,4,9,8
"1127",13871,2011-11-17,22,13,6403.25,3,4,4,9,8
"1128",13873,2011-08-12,119,3,389.6,2,3,2,5,5
"1129",13874,2010-12-16,358,1,540.45,1,1,2,4,3
"1130",13875,2011-10-17,53,5,1786.79,2,4,4,8,8
"1131",13876,2011-10-07,63,1,122.7,2,1,1,4,2
"1132",13877,2011-09-14,86,1,117.24,2,1,1,4,2
"1133",13878,2011-10-16,54,1,1271.57,2,1,3,6,4
"1134",13880,2011-11-18,21,13,3219.77,3,4,4,9,8
"1135",13881,2011-12-06,3,20,17159.52,4,4,4,9,8
"1136",13882,2011-12-07,2,5,1191.13,4,4,3,9,7
"1137",13883,2011-11-29,10,5,2674.48,4,4,4,9,8
"1138",13884,2011-12-02,7,5,787.6,4,4,3,8,7
"1139",13885,2011-06-03,189,2,506.8,1,2,2,5,4
"1140",13886,2011-09-29,71,1,243.56,2,1,1,4,2
"1141",13887,2011-05-19,204,1,349.55,1,1,2,3,3
"1142",13888,2011-08-12,119,2,595.67,2,2,2,5,4
"1143",13889,2011-09-08,92,1,416.9,2,1,2,4,3
"1144",13890,2011-12-08,1,10,1883.81,4,4,4,9,8
"1145",13892,2011-11-13,26,4,632.97,3,3,2,7,5
"1146",13893,2011-02-15,297,1,821.1,1,1,3,4,4
"1147",13894,2011-11-16,23,3,564.62,3,3,2,7,5
"1148",13895,2011-11-11,28,4,2593.07,3,3,4,8,7
"1149",13897,2011-10-20,50,1,311.16,3,1,2,4,3
"1150",13898,2011-01-18,325,1,155.93,1,1,1,3,2
"1151",13899,2011-11-23,16,2,388.52,4,2,2,7,4
"1152",13900,2011-06-09,183,3,740.95,1,3,3,5,6
"1153",13901,2011-09-28,72,5,2867.2,2,4,4,8,8
"1154",13904,2011-11-02,37,2,332.64,3,2,2,5,4
"1155",13908,2011-09-21,79,4,2369.55,2,3,4,8,7
"1156",13911,2011-10-13,57,9,2580.91,2,4,4,8,8
"1157",13914,2011-11-28,11,2,626.45,4,2,2,7,4
"1158",13917,2011-10-21,49,2,272.04,3,2,1,5,3
"1159",13918,2011-10-21,49,2,1212.84,3,2,3,7,5
"1160",13919,2011-10-11,59,2,384.81,2,2,2,5,4
"1161",13922,2010-12-23,351,1,172.25,1,1,1,3,2
"1162",13923,2011-10-17,53,1,351.13,2,1,2,4,3
"1163",13924,2011-12-08,1,6,1838.85,4,4,4,9,8
"1164",13925,2011-09-08,92,4,678.25,2,3,3,6,6
"1165",13926,2011-11-16,23,1,223.85,3,1,1,5,2
"1166",13927,2011-09-26,74,1,348.99,2,1,2,4,3
"1167",13928,2011-11-29,10,4,464.57,4,3,2,8,5
"1168",13929,2011-06-23,169,2,842.65,1,2,3,5,5
"1169",13930,2011-10-13,57,2,337.34,2,2,2,5,4
"1170",13931,2011-09-05,95,2,1237.53,2,2,3,6,5
"1171",13932,2011-02-18,294,1,307.4,1,1,2,3,3
"1172",13933,2011-08-22,109,2,608.79,2,2,2,5,4
"1173",13934,2011-03-21,263,1,922.1,1,1,3,4,4
"1174",13936,2011-06-13,179,1,376.58,1,1,2,3,3
"1175",13937,2011-06-23,169,1,158.85,1,1,1,3,2
"1176",13938,2011-11-04,35,1,71.66,3,1,1,4,2
"1177",13939,2011-11-16,23,3,568.55,3,3,2,7,5
"1178",13940,2011-11-22,17,4,839.14,3,3,3,8,6
"1179",13941,2011-11-18,21,5,5112.96,3,4,4,9,8
"1180",13946,2011-09-21,79,3,561.57,2,3,2,6,5
"1181",13947,2011-10-05,65,1,90.6,2,1,1,4,2
"1182",13948,2010-12-14,360,1,102,1,1,1,3,2
"1183",13949,2011-12-07,2,6,2427.32,4,4,4,9,8
"1184",13950,2011-11-28,11,4,745.06,4,3,3,8,6
"1185",13951,2011-06-16,176,3,674.45,1,3,3,5,6
"1186",13952,2011-05-06,217,2,3251.071,1,2,4,6,6
"1187",13953,2011-12-02,7,7,3515.68,4,4,4,9,8
"1188",13954,2011-12-08,1,2,439.92,4,2,2,7,4
"1189",13955,2011-07-08,154,2,322.96,1,2,2,4,4
"1190",13956,2011-12-04,5,5,1019.27,4,4,3,8,7
"1191",13959,2011-09-21,79,3,594.04,2,3,2,6,5
"1192",13960,2011-11-18,21,2,230.22,3,2,1,6,3
"1193",13962,2011-11-18,21,2,169.55,3,2,1,6,3
"1194",13963,2011-02-04,308,4,664.54,1,3,2,6,5
"1195",13967,2011-07-17,145,1,80.7,1,1,1,3,2
"1196",13969,2011-12-02,7,18,9024.17,4,4,4,9,8
"1197",13971,2011-11-21,18,8,2758.26,3,4,4,9,8
"1198",13972,2011-09-30,70,2,190.25,2,2,1,5,3
"1199",13973,2011-02-25,287,1,264.7,1,1,1,3,2
"1200",13974,2011-10-21,49,1,413.59,3,1,2,5,3
"1201",13975,2011-11-08,31,6,2461.24,3,4,4,8,8
"1202",13976,2011-05-17,206,1,357.98,1,1,2,3,3
"1203",13978,2011-11-25,14,2,196.79,4,2,1,6,3
"1204",13979,2011-09-27,73,1,869.87,2,1,3,5,4
"1205",13980,2011-10-10,60,1,200.14,2,1,1,4,2
"1206",13982,2011-10-31,39,4,1871.81,3,3,4,8,7
"1207",13983,2011-11-10,29,12,2603.43,3,4,4,8,8
"1208",13984,2011-11-13,26,5,920.51,3,4,3,7,7
"1209",13985,2011-12-05,4,15,7060.13,4,4,4,9,8
"1210",13986,2011-11-22,17,1,320.46,4,1,2,5,3
"1211",13988,2011-11-20,19,6,4147.96,3,4,4,9,8
"1212",13989,2011-10-05,65,2,1266.08,2,2,3,7,5
"1213",13990,2011-05-10,213,1,311.3,1,1,2,3,3
"1214",13991,2011-11-27,12,6,851.88,4,4,3,8,7
"1215",13992,2011-11-09,30,1,76.8,3,1,1,4,2
"1216",13993,2011-10-28,42,9,3466.36,3,4,4,8,8
"1217",13994,2011-12-06,3,6,2274.14,4,4,4,9,8
"1218",13995,2011-11-24,15,5,1393.69,4,4,3,9,7
"1219",13999,2011-11-29,10,12,3901.81,4,4,4,9,8
"1220",14000,2011-05-12,211,1,635.66,1,1,2,4,3
"1221",14001,2011-10-25,45,3,2043.08,3,3,4,7,7
"1222",14002,2011-07-28,134,2,529.73,2,2,2,5,4
"1223",14004,2011-10-27,43,7,4582.64,3,4,4,8,8
"1224",14005,2011-11-30,9,5,2874.72,4,4,4,9,8
"1225",14006,2011-08-16,115,3,962.19,2,3,3,5,6
"1226",14009,2011-05-25,198,2,695.61,1,2,3,5,5
"1227",14012,2011-03-07,277,1,328.8,1,1,2,3,3
"1228",14013,2011-08-21,110,3,473.02,2,3,2,5,5
"1229",14014,2011-09-23,77,1,505.18,2,1,2,5,3
"1230",14015,2011-10-18,52,1,917.34,2,1,3,5,4
"1231",14016,2011-07-01,161,4,4341.21,1,3,4,7,7
"1232",14019,2011-10-24,46,3,1421.61,3,3,3,7,6
"1233",14020,2011-11-23,16,2,642.8,4,2,2,7,4
"1234",14021,2011-07-07,155,3,631.9,1,3,2,5,5
"1235",14022,2011-04-28,225,1,440,1,1,2,4,3
"1236",14023,2011-12-02,7,2,584.07,4,2,2,7,4
"1237",14024,2011-08-10,121,2,327.7,2,2,2,4,4
"1238",14027,2011-10-10,60,1,104.82,2,1,1,4,2
"1239",14029,2011-10-07,63,2,467.66,2,2,2,6,4
"1240",14030,2011-11-21,18,8,2358.84,3,4,4,9,8
"1241",14031,2011-12-02,7,19,17286.86,4,4,4,9,8
"1242",14032,2011-12-07,2,11,2975.59,4,4,4,9,8
"1243",14034,2011-11-17,22,3,648.89,3,3,2,7,5
"1244",14035,2011-11-11,28,5,1428.02,3,4,3,8,7
"1245",14036,2011-02-28,284,1,626.65,1,1,2,4,3
"1246",14037,2011-06-16,176,2,147.2,1,2,1,4,3
"1247",14038,2011-09-22,78,3,1560.38,2,3,3,7,6
"1248",14039,2011-11-06,33,1,152.2,3,1,1,4,2
"1249",14040,2011-10-30,40,12,3560.32,3,4,4,8,8
"1250",14041,2011-03-18,266,1,141.41,1,1,1,3,2
"1251",14044,2011-11-13,26,4,646.42,3,3,2,7,5
"1252",14045,2011-08-22,109,4,1659.75,2,3,4,7,7
"1253",14046,2011-02-28,284,1,151.59,1,1,1,3,2
"1254",14047,2011-12-01,8,5,1308.61,4,4,3,9,7
"1255",14048,2011-02-07,305,1,409.93,1,1,2,4,3
"1256",14049,2011-11-23,16,4,5578.72,4,3,4,9,7
"1257",14050,2011-11-08,31,2,746.36,3,2,3,6,5
"1258",14051,2011-12-09,0,23,15610.39,4,4,4,9,8
"1259",14052,2011-11-20,19,1,225.36,3,1,1,5,2
"1260",14053,2011-08-07,124,2,260.25,2,2,1,4,3
"1261",14054,2011-10-05,65,1,92.46,2,1,1,4,2
"1262",14055,2011-08-25,106,1,725.64,2,1,3,4,4
"1263",14056,2011-12-08,1,23,8152.71,4,4,4,9,8
"1264",14057,2011-11-16,23,17,6211.66,3,4,4,9,8
"1265",14059,2011-03-18,266,1,183.6,1,1,1,3,2
"1266",14060,2011-12-05,4,19,6140.42,4,4,4,9,8
"1267",14062,2011-11-30,9,12,10464.85,4,4,4,9,8
"1268",14064,2011-11-10,29,5,1334.34,3,4,3,8,7
"1269",14066,2011-03-18,266,1,152.55,1,1,1,3,2
"1270",14067,2011-10-07,63,2,374.7,2,2,2,5,4
"1271",14068,2011-01-23,320,1,265.85,1,1,1,3,2
"1272",14071,2011-12-06,3,8,1422.75,4,4,3,9,7
"1273",14073,2011-11-07,32,1,151.04,3,1,1,4,2
"1274",14075,2011-12-05,4,3,942.26,4,3,3,7,6
"1275",14076,2011-08-02,129,1,118.67,2,1,1,3,2
"1276",14077,2011-10-30,40,5,499.42,3,4,2,7,6
"1277",14078,2011-08-30,101,6,1049.37,2,4,3,6,7
"1278",14079,2011-08-07,124,1,375.1,2,1,2,3,3
"1279",14080,2011-11-07,32,1,45.6,3,1,1,4,2
"1280",14081,2011-02-10,302,2,921.62,1,2,3,5,5
"1281",14082,2010-12-10,364,1,182.25,1,1,1,3,2
"1282",14083,2011-12-05,4,9,1002.9,4,4,3,8,7
"1283",14085,2011-12-07,2,18,4421.29,4,4,4,9,8
"1284",14087,2011-12-07,2,1,191.47,4,1,1,5,2
"1285",14088,2011-11-29,10,13,50491.81,4,4,4,9,8
"1286",14089,2011-10-14,56,1,158.75,2,1,1,4,2
"1287",14090,2011-01-19,324,1,76.32,1,1,1,3,2
"1288",14092,2011-12-02,7,14,4076.91,4,4,4,9,8
"1289",14093,2011-11-27,12,1,433.86,4,1,2,6,3
"1290",14096,2011-12-05,4,17,65164.79,4,4,4,9,8
"1291",14098,2011-11-03,36,1,147.35,3,1,1,4,2
"1292",14099,2011-11-23,16,11,3104.17,4,4,4,9,8
"1293",14100,2011-07-25,137,1,191.95,2,1,1,3,2
"1294",14101,2011-09-27,73,6,5976.79,2,4,4,8,8
"1295",14102,2011-12-04,5,5,1105.88,4,4,3,8,7
"1296",14104,2011-07-08,154,2,216.21,1,2,1,4,3
"1297",14105,2011-04-14,239,1,1266.23,1,1,3,5,4
"1298",14107,2011-10-19,51,7,2703.23,2,4,4,8,8
"1299",14108,2011-11-09,30,2,597.91,3,2,2,6,4
"1300",14109,2011-09-28,72,1,144.2,2,1,1,4,2
"1301",14110,2011-12-06,3,12,5683.15,4,4,4,9,8
"1302",14111,2011-11-25,14,4,692.85,4,3,3,8,6
"1303",14112,2011-11-17,22,7,2915.15,3,4,4,9,8
"1304",14113,2011-12-06,3,4,1840.42,4,3,4,9,7
"1305",14114,2011-03-11,273,2,386.53,1,2,2,4,4
"1306",14116,2011-11-20,19,5,1382.74,3,4,3,9,7
"1307",14117,2011-07-19,143,1,90,1,1,1,3,2
"1308",14121,2011-12-06,3,4,2780.15,4,3,4,9,7
"1309",14124,2011-09-16,84,1,419.58,2,1,2,5,3
"1310",14125,2011-11-29,10,3,2720.63,4,3,4,8,7
"1311",14126,2011-12-02,7,3,706.13,4,3,3,7,6
"1312",14127,2011-08-09,122,3,709.71,2,3,3,5,6
"1313",14128,2011-10-10,60,2,637.5,2,2,2,6,4
"1314",14129,2011-12-08,1,5,1123.86,4,4,3,8,7
"1315",14130,2011-01-24,319,1,480.91,1,1,2,4,3
"1316",14132,2011-12-07,2,11,3586.03,4,4,4,9,8
"1317",14133,2011-08-02,129,3,605.64,2,3,2,5,5
"1318",14135,2011-12-08,1,15,4690.31,4,4,4,9,8
"1319",14138,2011-12-08,1,2,965.88,4,2,3,7,5
"1320",14139,2011-10-24,46,1,415.82,3,1,2,5,3
"1321",14140,2011-12-06,3,2,935.05,4,2,3,7,5
"1322",14141,2011-12-07,2,4,915.13,4,3,3,8,6
"1323",14142,2010-12-01,373,1,311.81,1,1,2,3,3
"1324",14143,2011-07-29,133,1,115.8,2,1,1,3,2
"1325",14145,2011-10-24,46,4,3742.2,3,3,4,8,7
"1326",14146,2011-12-01,8,5,4191,4,4,4,9,8
"1327",14147,2011-09-22,78,2,483.4,2,2,2,6,4
"1328",14148,2011-04-20,233,1,157.2,1,1,1,3,2
"1329",14149,2011-05-03,220,1,446.62,1,1,2,4,3
"1330",14150,2011-11-04,35,2,658.64,3,2,2,6,4
"1331",14152,2011-09-25,75,2,621.29,2,2,2,6,4
"1332",14154,2011-04-14,239,2,1345.62,1,2,3,6,5
"1333",14155,2011-03-18,266,1,118.75,1,1,1,3,2
"1334",14156,2011-11-30,9,55,117210.08,4,4,4,9,8
"1335",14157,2011-11-20,19,2,424.89,3,2,2,7,4
"1336",14158,2011-10-30,40,1,507.66,3,1,2,5,3
"1337",14159,2011-11-20,19,11,4627.98,3,4,4,9,8
"1338",14161,2011-05-08,215,3,1097.62,1,3,3,5,6
"1339",14162,2011-06-19,173,2,289.36,1,2,1,4,3
"1340",14163,2011-09-13,87,4,2445.91,2,3,4,8,7
"1341",14164,2011-09-30,70,2,1631.77,2,2,3,7,5
"1342",14165,2011-03-09,275,1,120.44,1,1,1,3,2
"1343",14167,2011-10-31,39,4,562.59,3,3,2,7,5
"1344",14171,2011-09-02,98,1,363.79,2,1,2,3,3
"1345",14173,2011-11-29,10,4,450.84,4,3,2,8,5
"1346",14174,2011-11-06,33,1,134.46,3,1,1,4,2
"1347",14175,2011-10-11,59,3,3222.3,2,3,4,7,7
"1348",14176,2011-02-15,297,4,576.9,1,3,2,6,5
"1349",14177,2011-09-14,86,4,549.46,2,3,2,7,5
"1350",14178,2011-12-01,8,7,1580.26,4,4,3,9,7
"1351",14179,2011-10-30,40,2,701.57,3,2,3,6,5
"1352",14180,2011-11-29,10,25,4748.52,4,4,4,9,8
"1353",14184,2011-10-04,66,1,452.89,2,1,2,5,3
"1354",14185,2011-01-12,331,1,197.65,1,1,1,3,2
"1355",14188,2011-11-09,30,6,2054.36,3,4,4,8,8
"1356",14189,2011-12-07,2,15,4654.08,4,4,4,9,8
"1357",14191,2011-12-08,1,13,4684.76,4,4,4,9,8
"1358",14193,2011-10-03,67,2,853.39,2,2,3,6,5
"1359",14194,2011-12-05,4,21,11349.52,4,4,4,9,8
"1360",14195,2011-05-22,201,2,1012,1,2,3,5,5
"1361",14196,2011-08-25,106,1,335.52,2,1,2,3,3
"1362",14198,2011-11-21,18,4,701.4,3,3,3,8,6
"1363",14199,2011-05-05,218,1,185.4,1,1,1,3,2
"1364",14201,2011-10-10,60,7,747.44,2,4,3,7,7
"1365",14204,2011-12-07,2,1,150.61,4,1,1,5,2
"1366",14205,2011-11-23,16,2,466.7,4,2,2,7,4
"1367",14206,2011-04-14,239,1,328.16,1,1,2,3,3
"1368",14208,2011-09-06,94,1,151.74,2,1,1,3,2
"1369",14209,2011-11-29,10,6,2073.43,4,4,4,9,8
"1370",14210,2011-08-26,105,6,1905.84,2,4,4,7,8
"1371",14211,2011-10-17,53,9,2241.1,2,4,4,8,8
"1372",14212,2011-09-11,89,1,1070.48,2,1,3,5,4
"1373",14214,2011-11-09,30,5,1004.38,3,4,3,7,7
"1374",14215,2011-11-28,11,6,1789.72,4,4,4,9,8
"1375",14216,2011-12-06,3,4,1839.3,4,3,4,9,7
"1376",14217,2011-12-08,1,17,2004.98,4,4,4,9,8
"1377",14218,2011-10-28,42,1,169.48,3,1,1,4,2
"1378",14219,2011-12-05,4,1,89.94,4,1,1,5,2
"1379",14220,2011-04-06,247,2,632.4,1,2,2,5,4
"1380",14221,2011-10-28,42,9,3432.8,3,4,4,8,8
"1381",14222,2011-06-15,177,1,683.17,1,1,3,4,4
"1382",14223,2011-09-08,92,3,991.13,2,3,3,5,6
"1383",14224,2011-08-21,110,4,1009.73,2,3,3,6,6
"1384",14226,2011-11-11,28,5,2214.79,3,4,4,8,8
"1385",14227,2011-11-13,26,10,3350.96,3,4,4,8,8
"1386",14229,2011-10-19,51,3,1547.2,2,3,3,7,6
"1387",14231,2011-06-09,183,3,925.71,1,3,3,5,6
"1388",14232,2011-10-28,42,5,2048.07,3,4,4,8,8
"1389",14233,2011-10-21,49,4,1462.72,3,3,3,8,6
"1390",14234,2011-11-17,22,4,754.12,3,3,3,8,6
"1391",14235,2011-09-25,75,5,3144.86,2,4,4,8,8
"1392",14236,2011-09-20,80,2,490.86,2,2,2,6,4
"1393",14237,2010-12-01,373,1,161,1,1,1,3,2
"1394",14238,2011-01-17,326,1,146.85,1,1,1,3,2
"1395",14239,2011-10-27,43,11,2380.85,3,4,4,8,8
"1396",14240,2011-11-09,30,2,890.34,3,2,3,6,5
"1397",14241,2011-06-09,183,1,213.7,1,1,1,3,2
"1398",14242,2011-04-19,234,2,280.55,1,2,1,4,3
"1399",14243,2011-12-01,8,10,2588.77,4,4,4,9,8
"1400",14245,2011-05-04,219,2,1693.45,1,2,4,6,6
"1401",14246,2011-08-21,110,3,1474.06,2,3,3,6,6
"1402",14247,2011-03-06,278,1,136.77,1,1,1,3,2
"1403",14248,2011-01-25,318,1,302.58,1,1,1,3,2
"1404",14250,2011-12-02,7,3,1904.05,4,3,4,8,7
"1405",14251,2011-12-08,1,5,2879.7,4,4,4,9,8
"1406",14256,2011-03-24,260,2,969.06,1,2,3,5,5
"1407",14257,2011-10-06,64,5,3099.72,2,4,4,8,8
"1408",14258,2011-11-30,9,9,12669.98,4,4,4,9,8
"1409",14259,2011-07-21,141,1,120,2,1,1,3,2
"1410",14261,2011-10-20,50,2,1163.45,3,2,3,6,5
"1411",14262,2011-12-01,8,8,2618.23,4,4,4,9,8
"1412",14264,2011-07-08,154,2,333.97,1,2,2,4,4
"1413",14265,2011-08-22,109,2,530.18,2,2,2,5,4
"1414",14267,2011-06-30,162,3,1516.24,1,3,3,6,6
"1415",14270,2011-01-12,331,1,492.65,1,1,2,4,3
"1416",14271,2011-04-28,225,1,112.32,1,1,1,3,2
"1417",14272,2011-09-27,73,2,437.96,2,2,2,6,4
"1418",14273,2011-10-19,51,4,559.97,2,3,2,7,5
"1419",14276,2011-09-02,98,3,1119.74,2,3,3,5,6
"1420",14277,2011-11-24,15,3,4188,4,3,4,8,7
"1421",14280,2011-05-27,196,1,134.04,1,1,1,3,2
"1422",14282,2011-12-06,3,15,3701.44,4,4,4,9,8
"1423",14284,2011-11-09,30,2,595.25,3,2,2,6,4
"1424",14285,2011-11-18,21,4,1910.01,3,3,4,9,7
"1425",14286,2011-11-16,23,3,4628.75,3,3,4,8,7
"1426",14287,2011-12-01,8,3,176.63,4,3,1,6,4
"1427",14288,2011-05-10,213,1,426.6,1,1,2,4,3
"1428",14289,2011-12-01,8,6,911.26,4,4,3,8,7
"1429",14290,2011-11-28,11,5,2314.65,4,4,4,9,8
"1430",14291,2011-12-08,1,11,3883.25,4,4,4,9,8
"1431",14292,2011-12-02,7,9,4871.93,4,4,4,9,8
"1432",14293,2011-12-06,3,4,1046.56,4,3,3,8,6
"1433",14295,2011-10-30,40,1,166.2,3,1,1,4,2
"1434",14297,2011-11-22,17,4,1305.33,4,3,3,9,6
"1435",14298,2011-12-01,8,44,51527.3,4,4,4,9,8
"1436",14299,2011-12-01,8,9,3965.62,4,4,4,9,8
"1437",14300,2011-11-21,18,1,43.2,3,1,1,5,2
"1438",14301,2011-08-14,117,1,640.14,2,1,2,4,3
"1439",14304,2011-05-01,222,1,383.45,1,1,2,3,3
"1440",14305,2011-09-29,71,3,1858.96,2,3,4,7,7
"1441",14306,2011-10-19,51,2,2093.32,2,2,4,7,6
"1442",14307,2011-09-12,88,6,2995.72,2,4,4,8,8
"1443",14309,2011-12-01,8,9,2352.53,4,4,4,9,8
"1444",14311,2011-04-11,242,1,310.26,1,1,2,3,3
"1445",14312,2011-10-24,46,6,1611.59,3,4,3,8,7
"1446",14314,2011-08-25,106,1,120,2,1,1,3,2
"1447",14315,2011-10-26,44,6,2481.13,3,4,4,8,8
"1448",14317,2011-10-06,64,1,508.58,2,1,2,5,3
"1449",14320,2011-05-17,206,2,477.79,1,2,2,5,4
"1450",14321,2011-11-29,10,5,1530.75,4,4,3,9,7
"1451",14323,2011-08-17,114,2,605.06,2,2,2,5,4
"1452",14326,2011-04-11,242,1,183.85,1,1,1,3,2
"1453",14327,2011-06-29,163,1,311.65,1,1,2,3,3
"1454",14329,2011-11-22,17,7,4975.24,4,4,4,9,8
"1455",14331,2011-08-07,124,2,462.66,2,2,2,5,4
"1456",14332,2011-11-17,22,3,840.21,3,3,3,7,6
"1457",14333,2011-10-03,67,1,415.2,2,1,2,5,3
"1458",14334,2011-11-23,16,8,2552.21,4,4,4,9,8
"1459",14335,2011-11-23,16,2,454.86,4,2,2,7,4
"1460",14336,2011-11-23,16,4,1614.91,4,3,3,9,6
"1461",14338,2011-07-01,161,2,588.22,1,2,2,5,4
"1462",14339,2011-04-11,242,1,309.52,1,1,2,3,3
"1463",14340,2011-05-05,218,1,134.7,1,1,1,3,2
"1464",14341,2011-10-25,45,8,2166.98,3,4,4,8,8
"1465",14342,2011-11-18,21,4,668.56,3,3,2,8,5
"1466",14344,2011-08-04,127,8,889.93,2,4,3,6,7
"1467",14345,2011-11-01,38,1,108.98,3,1,1,4,2
"1468",14346,2011-08-11,120,2,1021.58,2,2,3,5,5
"1469",14348,2011-03-24,260,1,409.57,1,1,2,4,3
"1470",14349,2011-11-29,10,1,133.5,4,1,1,5,2
"1471",14350,2011-03-10,274,1,282.93,1,1,1,3,2
"1472",14351,2011-06-28,164,1,51,1,1,1,3,2
"1473",14352,2011-07-05,157,4,1078.96,1,3,3,6,6
"1474",14353,2011-05-08,215,1,90.6,1,1,1,3,2
"1475",14354,2011-12-04,5,2,163.62,4,2,1,6,3
"1476",14355,2010-12-09,365,1,174.4,1,1,1,3,2
"1477",14356,2011-09-21,79,2,701.23,2,2,3,6,5
"1478",14357,2011-10-27,43,1,225.12,3,1,1,4,2
"1479",14359,2011-11-20,19,3,912.18,3,3,3,7,6
"1480",14360,2011-11-08,31,4,2118.03,3,3,4,8,7
"1481",14362,2011-11-17,22,1,151.5,3,1,1,5,2
"1482",14364,2011-08-23,108,8,3717.35,2,4,4,7,8
"1483",14367,2011-12-01,8,16,9227.82,4,4,4,9,8
"1484",14368,2011-01-24,319,1,155,1,1,1,3,2
"1485",14371,2011-02-17,295,1,100.5,1,1,1,3,2
"1486",14373,2010-12-16,358,1,76.55,1,1,1,3,2
"1487",14375,2011-06-07,185,1,235.56,1,1,1,3,2
"1488",14377,2011-06-01,191,2,617.05,1,2,2,5,4
"1489",14379,2011-10-26,44,2,348.1,3,2,2,5,4
"1490",14381,2011-10-18,52,1,202.68,2,1,1,4,2
"1491",14382,2011-11-13,26,1,615.49,3,1,2,5,3
"1492",14383,2011-11-01,38,3,1247.69,3,3,3,7,6
"1493",14385,2011-11-30,9,3,202.11,4,3,1,6,4
"1494",14386,2011-02-16,296,1,142.4,1,1,1,3,2
"1495",14387,2011-11-07,32,3,1727.6,3,3,4,7,7
"1496",14388,2011-11-29,10,8,3212.84,4,4,4,9,8
"1497",14389,2011-10-05,65,2,1043.46,2,2,3,6,5
"1498",14390,2011-11-29,10,9,4642.57,4,4,4,9,8
"1499",14393,2011-05-05,218,1,67.95,1,1,1,3,2
"1500",14395,2011-12-07,2,9,3479.91,4,4,4,9,8
"1501",14396,2011-10-05,65,2,487.99,2,2,2,6,4
"1502",14397,2011-12-07,2,19,2612.96,4,4,4,9,8
"1503",14400,2011-07-13,149,1,574.7,1,1,2,4,3
"1504",14401,2011-12-05,4,13,4051.48,4,4,4,9,8
"1505",14403,2011-08-01,130,4,1475.81,2,3,3,7,6
"1506",14404,2011-11-06,33,6,1449.32,3,4,3,8,7
"1507",14406,2011-08-12,119,1,156.75,2,1,1,3,2
"1508",14407,2011-08-24,107,6,2157.73,2,4,4,7,8
"1509",14408,2011-11-29,10,7,2599.03,4,4,4,9,8
"1510",14409,2011-09-29,71,6,2059.45,2,4,4,8,8
"1511",14410,2011-09-08,92,9,1099.27,2,4,3,6,7
"1512",14411,2011-02-02,310,1,1063,1,1,3,4,4
"1513",14412,2011-10-28,42,2,770.03,3,2,3,6,5
"1514",14413,2010-12-12,362,1,121.05,1,1,1,3,2
"1515",14414,2011-09-09,91,7,1496.98,2,4,3,7,7
"1516",14415,2011-12-08,1,13,5855.57,4,4,4,9,8
"1517",14416,2011-11-17,22,2,490.22,3,2,2,7,4
"1518",14418,2011-12-06,3,3,1937.25,4,3,4,8,7
"1519",14419,2011-11-29,10,6,1051.79,4,4,3,8,7
"1520",14420,2011-09-01,99,1,387.52,2,1,2,4,3
"1521",14421,2011-10-13,57,2,813.11,2,2,3,6,5
"1522",14422,2011-12-09,0,6,4263.64,4,4,4,9,8
"1523",14423,2011-05-05,218,1,265.2,1,1,1,3,2
"1524",14424,2011-11-22,17,1,322.08,4,1,2,5,3
"1525",14426,2011-11-16,23,10,4481.67,3,4,4,9,8
"1526",14427,2011-10-20,50,2,363.34,3,2,2,5,4
"1527",14428,2011-12-02,7,5,1224.06,4,4,3,9,7
"1528",14431,2011-02-10,302,1,470.36,1,1,2,4,3
